text,sentiment
gambling and throwing a basketball game for money isnt a new plot in fact toback himself used it in black and white but tobacks deranged immediacy makes it seem fresh again,positive
in the directors cut the film is not only a love song to the movies but it also is more fully an example of the kind of lush allenveloping movie experience it rhapsodizes,positive
bring on the sequel,positive
graced with the kind of social texture and realism that would be foreign in american teen comedies,positive
if we sometimes need comforting fantasies about mental illness we also need movies like tim mccanns revolution no 9,positive
the film occasionally tries the viewers patience with slow pacing and a main character who sometimes defies sympathy but it ultimately satisfies with its moving story,positive
a big star movie as unblinkingly pure as the hours is a distinct rarity and an event,positive
certainly an entertaining ride despite many talky slow scenes but something seems to be missing a sense of real magic perhaps,positive
that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace,positive
the movie worked for me right up to the final scene and then it caved in,positive
one of the most entertaining monster movies in ages,positive
plunges you into a reality that is more often then not difficult and sad and then without sentimentalizing it or denying its brutality transforms that reality into a lyrical and celebratory vision,positive
would you laugh if a tubaplaying dwarf rolled down a hill in a trash can do you chuckle at the thought of an ancient librarian whacking a certain part of a mans body if you answered yes by all means enjoy the new guy,positive
the film is determined to treat its characters weak and strong as fallible human beings not caricatures and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with selfpreservation,positive
missteps take what was otherwise a fascinating riveting story and send it down the path of the mundane,positive
an indispensable peek at the art and the agony of making people laugh,positive
steadfastly uncinematic but powerfully dramatic,positive
the engagingly primitive animated special effects contribute to a mood thats sustained through the surprisingly somber conclusion,positive
madeup lampoons the moviemaking process itself while shining a not particularly flattering spotlight on americas skindeep notions of pulchritude,positive
evokes the 19th century with a subtlety that is an object lesson in period filmmaking,positive
yayas everywhere will forgive the flaws and love the film,positive
the films best trick is the way that it treats conspiracy as a kind of political blair witch a monstrous murk that haunts us precisely because it can never be seen,positive
the artwork is spectacular and unlike most animaton from japan the characters move with grace and panache,positive
the pictures fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed,positive
the modern remake of dumass story is long on narrative and too short on action,positive
fred schepisis film is paced at a speed that is slow to those of us in middle age and deathly slow to any teen with a cast of alist brit actors it is worth searching out,positive
suffers from its timid parsing of the barnside target of sons trying to breach gaps in their relationships with their fathers,positive
nonchalantly freaky and uncommonly pleasurable warm water may well be the years best and most unpredictable comedy,positive
its like an old warner bros costumer jived with sex this could be the movie errol flynn always wanted to make though bette davis cast as joan would have killed him,positive
its a great american adventure and a wonderful film to bring to imax,positive
satisfyingly scarifying fresh and oldfashioned at the same time,positive
oh james your 20th outing shows off a lot of stamina and vitality and get this madonnas cameo doesnt suck,positive
a genuine mindbender,positive
that death is merely a transition is a common tenet in the worlds religions this deeply spiritual film taps into the meaning and consolation in afterlife communications,positive
there is something that is so meditative and lyrical about babak payamis boldly quirky iranian drama secret ballot a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics,positive
a huge boxoffice hit in korea shiri is a must for genre fans,positive
planos fijos tomas largas un ritmo pausado y una sutil observacin de sus personajes sin estridencias ni grandes revelaciones,positive
im not a fan of the phrase life affirming because it usually means schmaltzy but real women have curves truly is life affirming,positive
the symbols float like butterflies and the spinning styx sting like bees i wanted more,positive
if its unnerving suspense youre after youll find it with ring an indisputably spooky film with a screenplay to die for,positive
the art direction and costumes are gorgeous and finely detailed and kurys direction is clever and insightful,positive
red dragon makes one appreciate silence of the lambs,positive
proves a servicable world war ii drama that cant totally hide its contrivances but it at least calls attention to a problem hollywood too long has ignored,positive
leigh isnt breaking new ground but he knows how a daily grind can kill love,positive
while broomfields film doesnt capture the effect of these tragic deaths on hiphop culture it succeeds as a powerful look at a failure of our justice system,positive
strips bible stores of the potential for sanctimoniousness making them meaningful for both kids and churchwary adults,positive
laughoutloud lines adorably ditsy but heartfelt performances and sparkling bittersweet dialogue that cuts to the chase of the modern girls dilemma,positive
tends to pile too many serious issues on its plate at times yet remains fairly light always entertaining and smartly written,positive
a solidly entertaining little film,positive
its an entertaining movie and the effects boosted to the size of a downtown hotel will all but take you to outer space,positive
sayles has a knack for casting often resurrecting performers who rarely work in movies now and drawing flavorful performances from bland actors,positive
despite an overwrought ending the film works as well as it does because of the performances,positive
a passionately inquisitive film determined to uncover the truth and hopefully inspire action,positive
though nijinskys words grow increasingly disturbed the film maintains a beguiling serenity and poise that make it accessible for a nonnarrative feature,positive
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us,positive
from both a great and a terrible story mr nelson has made a film that is an undeniably worthy and devastating experience,positive
spiderman is about growing strange hairs getting a more mature body and finding it necessary to hide new secretions from the parental units,positive
the first shocking thing about sorority boys is that its actually watchable even more baffling is that its funny,positive
highlighted by a gritty style and an excellent cast its better than one might expect when you look at the list of movies starring icet in a major role,positive
neither quite a comedy nor a romance more of an impish divertissement of themes that interest attal and gainsbourg they live together the film has a lot of charm,positive
first and foremost the reason to go see blue crush is the phenomenal waterborn cinematography by david hennings,positive
a visionary marvel but its lacking a depth in storytelling usually found in anime like this,positive
the problems and characters it reveals are universal and involving and the film itself as well its delightful cast is so breezy pretty and gifted it really won my heart,positive
in his latest effort storytelling solondz has finally made a movie that isnt just offensive it also happens to be good,positive
how i killed my father would be a rarity in hollywood its an actors showcase that accomplishes its primary goal without the use of special effects but rather by emphasizing the characters including the supporting ones,positive
i just saw this movie well its probably not accurate to call it a movie,positive
whats most memorable about circuit is that its shot on digital video whose tiny camera enables shafer to navigate spaces both large and small with considerable aplomb,positive
scherfig the writerdirector has made a film so unabashedly hopeful that it actually makes the heart soar yes soar,positive
a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life tosses at them,positive
what really happened is a question for philosophers not filmmakers all the filmmakers need to do is engage an audience,positive
soderbergh like kubrick before him may not touch the planets skin but understands the workings of its spirit,positive
much credit must be given to the watercamera operating team of don king sonny miller and michael stewart their work is fantastic,positive
crush is so warm and fuzzy you might be able to forgive its meanspirited second half,positive
franco is an excellent choice for the walledoff but combustible hustler but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic,positive
tsai mingliangs witty wistful new film what time is it there is a temporal inquiry that shoulders its philosophical burden lightly,positive
the pianist lacks the quick emotional connections of steven spielbergs schindlers list but mr polanski creates images even more haunting than those in mr spielbergs 1993 classic,positive
steers in his feature film debut has created a brilliant motion picture,positive
a brilliant absurd collection of vignettes that in their own idiosyncratic way sum up the strange horror of life in the new millennium,positive
as warm as it is wise deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer providing an experience that is richer than anticipated,positive
the film may not hit as hard as some of the better drugrelated pictures but it still manages to get a few punches in,positive
oldfashioned but thoroughly satisfying entertainment,positive
an energizing intoxicating documentary charting the rise of hiphop culture in general and the art of scratching or turntablism in particular,positive
a fun family movie thats suitable for all ages a movie that will make you laugh cry and realize its never too late to believe in your dreams,positive
if you open yourself up to mr reggios theory of this imagery as the movies set it can impart an almost visceral sense of dislocation and change,positive
i had a dream that a smart comedy would come along to rescue me from a summer of teendriven toilethumor codswallop and its name was earnest,positive
even though the film doesnt manage to hit all of its marks its still entertaining to watch the target practice,positive
where this was lazy but enjoyable a formula comedy redeemed by its stars that is even lazier and far less enjoyable,positive
the 3d vistas from orbit with the space station suspended like a huge set of wind chimes over the great blue globe are stanzas of breathtaking aweinspiring visual poetry,positive
the attraction between these two marginal characters is complex from the start and refreshingly stays that way,positive
fans of the modern day hong kong action film finally have the worthy successor to a better tomorrow and the killer which they have been patiently waiting for,positive
even when hes not at his most critically insightful godard can still be smarter than any 50 other filmmakers still at work,positive
what sets this romantic comedy apart from most hollywood romantic comedies is its lowkey way of tackling what seems like donetodeath material,positive
has enough wit energy and geniality to please not only the fanatical adherents on either side but also people who know nothing about the subject and think theyre not interested,positive
this seductive tease of a thriller gets the job done its a scorcher,positive
bittersweet full of life hand gestures and some really adorable italian guys,positive
works as pretty contagious fun,positive
the best didacticism is one carried by a strong sense of humanism and bertrand taverniers oftbrilliant safe conduct laissezpasser wears its heart on its sleeve,positive
a realistically terrifying movie that puts another notch in the belt of the long list of renegadecop tales,positive
a charming banterfilled comedy one of those airy cinematic bon bons whose aims and by extension accomplishments seem deceptively slight on the surface,positive
a film with almost as many delights for adults as there are for children and dog lovers,positive
serious moviegoers embarking upon this journey will find that the road to perdition leads to a satisfying destination,positive
heartwarming and gently comic even as the film breaks your heart,positive
caruso sometimes descends into subtarantino cuteness but for the most part he makes sure the salton sea works the way a good noir should keeping it tight and nasty,positive
a black austin powers i prefer to think of it as pootie tang with a budget sa da tay,positive
oddly the film isnt nearly as downbeat as it sounds but strikes a tone thats alternately melancholic hopeful and strangely funny,positive
i would be shocked if there was actually one correct interpretation but that shouldnt make the movie or the discussion any less enjoyable,positive
chouraqui brings documentarylike credibility to the horrors of the killing field and the barbarism of ethnic cleansing,positive
the best thing i can say about this film is that i cant wait to see what the director does next,positive
smarter than its commercials make it seem,positive
great character interaction,positive
one of the funnier movies in town,positive
campanellas competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafaels evolution,positive
by turns very dark and very funny,positive
steven soderbergh doesnt remake andrei tarkovskys solaris so much as distill it,positive
for more than two decades mr nachtwey has traveled to places in the world devastated by war famine and poverty and documented the cruelty and suffering he has found with an devastating eloquent clarity,positive
simultaneously heartbreakingly beautiful and exquisitely sad,positive
though overall an overwhelmingly positive portrayal the film doesnt ignore the more problematic aspects of browns life,positive
the philosophical musings of the dialogue jar against the tawdry soap opera antics of the films action in a way that is surprisingly enjoyable,positive
not too fancy not too filling not too fluffy but definitely tasty and sweet,positive
quando tiros em columbine acerta o alvo com o perdo do trocadilho no h como negar o brilhantismo da argumentao de seu diretor,positive
director lee has a true cinematic knack but its also nice to see a movie with its heart so thoroughly unabashedly on its sleeve,positive
as allens execution date closes in the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator david presson,positive
jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers,positive
a vivid spicy footnote to history and a movie that grips and holds you in rapt attention from start to finish,positive
if sm seems like a strange route to true love maybe it is but its to this films and its makers credit that we believe that thats exactly what these two people need to find each other and themselves,positive
if the films vision of sport as a secular religion is a bit cloying its throughline of family and community is heartening in the same way that each season marks a new start,positive
one of the best of a growing strain of daring films that argue that any sexual relationship that doesnt hurt anyone and works for its participants is a relationship that is worthy of our respect,positive
an adorably whimsical comedy that deserves more than a passing twinkle,positive
an engrossing story that combines psychological drama sociological reflection and highoctane thriller,positive
its easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs but westbrooks foundation and dalrymples film earn their uplift,positive
mel gibson fights the good fight in vietnam in director randall wallaces flagwaving war flick with a core of decency,positive
theres real visual charge to the filmmaking and a strong erotic spark to the most crucial lipreading sequence,positive
a brutal and funny work nicole holofcenter the insightful responsible for this illuminating comedy doesnt wrap the proceedings up neatly but the ideas tie together beautifully,positive
the film is a blunt indictment part of a perhaps surreal campaign to bring kissinger to trial for crimes against humanity,positive
one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie,positive
move over bond this girl deserves a sequel,positive
the kind of trifle that date nights were invented for,positive
its a testament to the films considerable charm that it succeeds in entertaining despite playing out like a featurelength sitcom replete with stereotypical familial quandaries theres a sheer unbridled delight in the way the story unfurls,positive
tells the story with such atmospheric ballast that shrugging off the plots persnickety problems is simply a matter of being in a shrugging mood,positive
the film is hard to dismiss moody thoughtful and lit by flashes of mordant humor,positive
if the man from elysian fields is doomed by its smallness it is also elevated by itthe kind of movie that you enjoy more because youre one of the lucky few who sought it out,positive
what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents anguish,positive
meticulously uncovers a trail of outrageous force and craven concealment,positive
hey happy is many things stoner midnight flick scifi deconstruction gay fantasia but above all its a love story as sanguine as its title,positive
you wont look at religious fanatics or backyard sheds the same way again,positive
at its best festival in cannes bubbles with the excitement of the festival in cannes,positive
there is a general air of exuberance in all about the benjamins thats hard to resist,positive
a lovably oldschool hollywood confection,positive
im happy to have seen it not as an alternate version but as the ultimate exercise in viewing deleted scenes,positive
by turns gripping amusing tender and heartwrenching laissezpasser has all the earmarks of french cinema at its best,positive
the warnings to resist temptation in this film are blunt and challenging and offer no easy rewards for staying clean,positive
wonder of wonders a teen movie with a humanistic message,positive
a quirky comedy set in newfoundland that cleverly captures the dry wit thats so prevalent on the rock,positive
peppered with witty dialogue and inventive moments,positive
id rather watch a rerun of the powerpuff girls,positive
with the prospect of films like kangaroo jack about to burst across americas winter movie screens its a pleasure to have a film like the hours as an alternative,positive
the wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained but its overall impact falls a little flat with a storyline that never quite delivers the original magic,positive
like its title character this nicholas nickleby finds itself in reduced circumstances and also like its hero it remains brightly optimistic coming through in the end,positive
as a thoughtful and unflinching examination of an alternative lifestyle sex with strangers is a success,positive
unpretentious charming quirky original,positive
spinning a web of dazzling entertainment may be overstating it but spiderman certainly delivers the goods,positive
other than the slightly flawed and fairly unbelievable finale everything else is top shelf,positive
this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and because of its heightened wellshaped dramas twice as powerful,positive
manages to delight without much of a story,positive
theres no denying that burns is a filmmaker with a bright future ahead of him,positive
i have a confession to make i didnt particularly like e t the first time i saw it as a young boy that is because damn it i also wanted a little alien as a friend,positive
fairytale formula serves as a paper skeleton for some very good acting dialogue comedy direction and especially charm,positive
a genuinely funny ensemble comedy that also asks its audience in a heartwarming nonjudgmental kind of way to consider what we value in our daily lives,positive
though the aboriginal aspect lends the ending an extraordinary poignancy and the story itself could be played out in any working class community in the nation,positive
an energetic and engaging film that never pretends to be something it isnt,positive
a violent initiation rite for the audience as much as it is for angelique the opening dance guarantees karmens enthronement among the cinemas memorable women,positive
an animation landmark as monumental as disneys 1937 breakthrough snow white and the seven dwarfs,positive
an entertaining if ultimately minor thriller,positive
sex with strangers is fascinating,positive
a subtle poignant picture of goodness that is flawed compromised and sad,positive
a wry affectionate delight,positive
the acting in pauline and paulette is good all round but what really sets the film apart is debrauwers refusal to push the easy emotional buttons,positive
one of those joyous films that leaps over national boundaries and celebrates universal human nature,positive
a penetrating glimpse into the tissuethin ego of the standup comic,positive
kids should have a stirring time at this beautifully drawn movie and adults will at least have a dream image of the west to savor whenever the films lamer instincts are in the saddle,positive
paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other troubleintheghetto flicks,positive
less cinematically powerful than quietly and deeply moving which is powerful in itself,positive
waydowntown manages to nail the spiritcrushing ennui of denuded urban living without giving in to it,positive
each of these stories has the potential for touched by an angel simplicity and sappiness but thirteen conversations about one thing for all its generosity and optimism never resorts to easy feelgood sentiments,positive
if borstal boy isnt especially realistic it is an engaging nostalgia piece,positive
often demented in a good way but it is an uneven film for the most part,positive
the scripts snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis but the lazy plotting ensures that little of our emotional investment pays off,positive
maggie smith as the yaya member with the o2tank will absolutely crack you up with her crass then gasp for gas verbal deportment,positive
this is a movie that refreshes the mind and spirit along with the body so original is its content look and style,positive
although i didnt hate this one its not very good either it can be safely recommended as a babysitter,positive
another best of the year selection,positive
the film has the highbuffed gloss and highoctane jolts you expect of de palma but what makes it transporting is that its also one of the smartest most pleasurable expressions of pure movie love to come from an american director in years,positive
its a very valuable film,positive
max pokes provokes takes expressionistic license and hits a nerve as far as art is concerned its mission accomplished,positive
literary purists may not be pleased but as far as mainstream matineestyle entertainment goes it does a bangup job of pleasing the crowds,positive
here polanski looks back on those places he saw at childhood and captures them by freeing them from artefact and by showing them heartbreakingly drably,positive
intriguing and stylish,positive
the story itself it mostly told through oncamera interviews with several survivors whose riveting memories are rendered with such clarity that its as if it all happened only yesterday,positive
a compelling story of musical passion against governmental odds,positive
with ichi the killer takashi miike japans wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman,positive
you never know where changing lanes is going to take you but its a heck of a ride samuel l jackson is one of the best actors there is,positive
brehenys lensing of the new zealand and cook island locations captures both the beauty of the land and the people,positive
an almost unbearably morbid love story,positive
the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate,positive
a forceful drama of an alienated executive who reinvents himself,positive
spielbergs realization of a nearfuture america is masterful this makes minority report necessary viewing for scifi fans as the film has some of the best special effects ever,positive
the gags that fly at such a furiously funny pace that the only rip off that we were aware of was the one we felt when the movie ended so damned soon,positive
the best film of the year 2002,positive
an enthralling entertaining feature,positive
stripped almost entirely of such tools as nudity profanity and violence labute does manage to make a few points about modern man and his problematic quest for human connection,positive
a remarkable movie with an unsatisfying ending which is just the point,positive
all in all brown sugar is a satisfying wellmade romantic comedy thats both charming and well acted it will guarantee to have you leaving the theater with a smile on your face,positive
smith finds amusing juxtapositions that justify his exercise,positive
working from a surprisingly sensitive script cowritten by gianni romoli ozpetek avoids most of the pitfalls youd expect in such a potentially sudsy setup,positive
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy,positive
austin powers in goldmember has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end,positive
one of jagloms better efforts a wry and sometime bitter movie about love,positive
schaeffer isnt in this film which may be why it works as well as it does,positive
a fresh entertaining comedy that looks at relationships minus traditional gender roles,positive
although estela bravos documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro its still a guilty pleasure to watch,positive
surprisingly the film is a hilarious adventure and i shamelessly enjoyed it,positive
the way home is an ode to unconditional love and compassion garnered from years of seeing it all a condition only the old are privy to and often misconstrued as weakness,positive
brutally honest and told with humor and poignancy which makes its message resonate,positive
if you can read the subtitles the opera is sung in italian and you like masterpiece theatre type costumes youll enjoy this movie,positive
a pretty funny movie with most of the humor coming as before from the incongruous but chemically perfect teaming of crystal and de niro,positive
gangster no 1 is solid satisfying fare for adults,positive
this chicago has hugely imaginative and successful casting to its great credit as well as one terrific score and attitude to spare,positive
has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be,positive
with its jerky handheld camera and documentary feel bloody sunday is a sobering recount of a very bleak day in derry,positive
you will likely prefer to keep on watching,positive
insomnia loses points when it surrenders to a formulaic bangbang shootemup scene at the conclusion but the performances of pacino williams and swank keep the viewer wideawake all the way through,positive
what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising subtle turn at the midway point,positive
at a time when commercialism has squeezed the life out of whatever idealism american moviemaking ever had godfrey reggios career shines like a lonely beacon,positive
an inuit masterpiece that will give you goosebumps as its uncanny tale of love communal discord and justice unfolds,positive
this is popcorn movie fun with equal doses of action cheese ham and cheek as well as a serious debt to the road warrior but it feels like unrealized potential,positive
its a testament to de niro and director michael catonjones that by movies end we accept the characters and the film flaws and all,positive
performances are potent and the womens stories are ably intercut and involving,positive
an enormously entertaining movie like nothing weve ever seen before and yet completely familiar,positive
lan yu is a genuine love story full of traditional layers of awakening and ripening and separation and recovery,positive
your children will be occupied for 72 minutes,positive
pulls off the rare trick of recreating not only the look of a certain era but also the feel,positive
twohys a good yarnspinner and ultimately the story compels,positive
tobey maguire is a poster boy for the geek generation,positive
a sweetly affecting story about four sisters who are coping in one way or another with lifes endgame,positive
passion melodrama sorrow laugther and tears cascade over the screen effortlessly,positive
road to perdition does display greatness and its worth seeing but it also comes with the laziness and arrogance of a thing that already knows its won,positive
a marvelous performance by allison lohman as an identityseeking foster child,positive
arliss howards ambitious moving and adventurous directorial debut big bad love meets so many of the challenges it poses for itself that one can forgive the film its flaws,positive
critics need a good laugh too and this tooextremefortv rendition of the notorious mtv show delivers the outrageous sickening sidesplitting goods in steaming visceral heaps,positive
what a dumb fun curiously adolescent movie this is,positive
many insightful moments,positive
the charms of the lead performances allow us to forget most of the films problems,positive
a vivid sometimes surreal glimpse into the mysteries of human behavior,positive
a tour de force of modern cinema,positive
peralta captures in luminous interviews and amazingly evocative film from three decades ago the essence of the dogtown experience,positive
the lively appeal of the last kiss lies in the ease with which it integrates thoughtfulness and pastafagioli comedy,positive
without resorting to camp or parody haynes like sirk but differently has transformed the rhetoric of hollywood melodrama into something provocative rich and strange,positive
the performances are an absolute joy,positive
a quasidocumentary by french filmmaker karim dridi that celebrates the hardy spirit of cuban music,positive
grant carries the day with impeccable comic timing raffish charm and piercing intellect,positive
a sensitive and astute first feature by annesophie birot,positive
both exuberantly romantic and serenely melancholy what time is it there may prove to be tsais masterpiece,positive
mazel tov to a film about a familys joyous life acting on the yiddish stage,positive
standing in the shadows of motown is the best kind of documentary one that makes a depleted yesterday feel very much like a brandnew tomorrow,positive
its nice to see piscopo again after all these years and chaykin and headly are priceless,positive
provides a porthole into that noble trembling incoherence that defines us all,positive
simplistic silly and tedious,negative
its so laddish and juvenile only teenage boys could possibly find it funny,negative
exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable,negative
garbus discards the potential for pathological study exhuming instead the skewed melodrama of the circumstantial situation,negative
a visually flashy but narratively opaque and emotionally vapid exercise in style and mystification,negative
the story is also as unoriginal as they come already having been recycled more times than id care to count,negative
about the only thing to give the movie points for is bravado to take an entirely stale concept and push it through the audiences meat grinder one more time,negative
not so much farcical as sour,negative
unfortunately the story and the actors are served with a hack script,negative
all the more disquieting for its relatively gorefree allusions to the serial murders but it falls down in its attempts to humanize its subject,negative
a sentimental mess that never rings true,negative
while the performances are often engaging this loose collection of largely improvised numbers would probably have worked better as a onehour tv documentary,negative
interesting but not compelling,negative
on a cutting room floor somewhere lies footage that might have made no such thing a trenchant ironic cultural satire instead of a frustrating misfire,negative
while the ensemble player who gained notice in guy ritchies lock stock and two smoking barrels and snatch has the bod hes unlikely to become a household name on the basis of his first starring vehicle,negative
there is a difference between movies with the courage to go over the top and movies that dont care about being stupid,negative
nothing here seems as funny as it did in analyze this not even joe viterelli as de niros righthand goombah,negative
such master screenwriting comes courtesy of john pogue the yale grad who previously gave us the skulls and last years rollerball enough said except film overboard,negative
here common sense flies out the window along with the hail of bullets none of which ever seem to hit sascha,negative
this 100minute movie only has about 25 minutes of decent material,negative
the execution is so pedestrian that the most positive comment we can make is that rob schneider actually turns in a pretty convincing performance as a prissy teenage girl,negative
on its own its not very interesting as a remake its a pale imitation,negative
it shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as theres a little girlongirl action,negative
a farce of a parody of a comedy of a premise it isnt a comparison to reality so much as it is a commentary about our knowledge of films,negative
as exciting as all this exoticism might sound to the typical pax viewer the rest of us will be lulled into a coma,negative
the party scenes deliver some tawdry kicks the rest of the film is dudsville,negative
our culture is headed down the toilet with the ferocity of a frozen burrito after an allnight tequila bender and i know this because ive seen jackass the movie,negative
the criticism never rises above easy cynical potshots at morally bankrupt characters,negative
the movies somethingborrowed construction feels less the product of loving well integrated homage and more like a mere excuse for the wan thinly sketched story killing time thats all thats going on here,negative
stupid infantile redundant sloppy overthetop and amateurish yep its waking up in reno go back to sleep,negative
somewhere in the middle the film compels as demme experiments he harvests a few movie moment gems but the field of roughage dominates,negative
the action clichs just pile up,negative
payami tries to raise some serious issues about irans electoral process but the result is a film thats about as subtle as a party political broadcast,negative
the only surprise is that heavyweights joel silver and robert zemeckis agreed to produce this i assume the director has pictures of them cavorting in ladies underwear,negative
another useless recycling of a brutal mid70s american sports movie,negative
i didnt laugh i didnt smile i survived,negative
please someone stop eric schaeffer before he makes another film,negative
most of the problems with the film dont derive from the screenplay but rather the mediocre performances by most of the actors involved,negative
if youre just in the mood for a fun but bad movie you might want to catch freaks as a matinee,negative
curling may be a unique sport but men with brooms is distinctly ordinary,negative
though the opera itself takes place mostly indoors jacquot seems unsure of how to evoke any sort of naturalism on the set,negative
theres no getting around the fact that this is revenge of the nerds revisited again,negative
the effort is sincere and the results are honest but the film is so bleak that its hardly watchable,negative
analyze that regurgitates and waters down many of the previous films successes with a few new swings thrown in,negative
with flashbulb editing as cover for the absence of narrative continuity undisputed is nearly incoherent an excuse to get to the closing bout by which time its impossible to care who wins,negative
stinks from start to finish like a wet burlap sack of gloom,negative
to the civilized mind a movie like ballistic ecks vs sever is more of an ordeal than an amusement,negative
equlibrium could pass for a thirteenyearolds book report on the totalitarian themes of 1984 and farenheit 451,negative
the lack of naturalness makes everything seem selfconsciously poetic and forced its a pity that nelsons achievement doesnt match his ambition,negative
everything is off,negative
when seagal appeared in an orange prison jumpsuit i wanted to stand up in the theater and shout hey koolaid,negative
an easy watch except for the annoying demeanour of its lead character,negative
imagine the cleanflicks version of love story with ali macgraws profanities replaced by romancenovel platitudes,negative
pc stability notwithstanding the film suffers from a simplistic narrative and a pat fairytale conclusion,negative
forget the misleading title whats with the unexplained baboon cameo,negative
an odd haphazard and inconsequential romantic comedy,negative
though her fans will assuredly have their funny bones tickled others will find their humorseeking dollars best spent elsewhere,negative
pascale baillys romcom provides amlies audrey tautou with another fabuleux destin i e a banal spiritual quest,negative
a static and sugary little halfhour afterschool special about interfaith understanding stretched out to 90 minutes,negative
watching the chemistry between freeman and judd however almost makes this movie worth seeing almost,negative
a pretentious and ultimately empty examination of a sick and evil woman,negative
the country bears has no scenes that will upset or frighten young viewers unfortunately there is almost nothing in this flat effort that will amuse or entertain them either,negative
the cumulative effect of watching this 65minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge before long youre desperate for the evening to end,negative
the characters are never more than sketches which leaves any true emotional connection or identification frustratingly out of reach,negative
matteis underdeveloped effort here is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from stock character camp a drowsy drama infatuated by its own pretentious selfexamination,negative
only in its final surprising shots does rabbitproof fence find the authority its looking for,negative
isnt as sharp as the original despite some visual virtues blade ii just doesnt cut it,negative
plays like a badly edited 91minute trailer and the director cant seem to get a coherent rhythm going in fact it doesnt even seem like she tried,negative
maybe leblanc thought hey the movie about the baseballplaying monkey was worse,negative
what you expect is just what you get assuming the bar of expectations hasnt been raised above sixthgrade height,negative
barry sonnenfeld owes frank the pug big time,negative
the biggest problem with roger avarys uproar against the mpaa is that even in all its directors cut glory hes made a film thats barely shocking barely interesting and most of all barely anything,negative
so riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along,negative
i approached the usher and said that if she had to sit through it again she should ask for a raise,negative
earnest but heavyhanded,negative
if sinises character had a brain his ordeal would be over in five minutes but instead the plot goes out of its way to introduce obstacles for him to stumble over,negative
too slow for a younger crowd too shallow for an older one,negative
theres a reason the studio didnt offer an advance screening the adventures of pluto nash is a big time stinker,negative
a punch line without a premise a joke built entirely from musty memories of halfdimensional characters,negative
takes one character we dont like and another we dont believe and puts them into a battle of wills that is impossible to care about and isnt very funny,negative
the things this movie tries to get the audience to buy just wont fly with most intelligent viewers,negative
even if the enticing prospect of a lot of nubile young actors in a film about campus depravity didnt fade amid the deliberate tiresome ugliness it would be rendered tedious by avarys failure to construct a story with even a trace of dramatic interest,negative
sitting through the last reel spoiler alert is significantly less charming than listening to a fouryearold with a taste for exaggeration recount his halloween trip to the haunted house,negative
confuses its message with an ultimate desire to please and contorting itself into an idea of expectation is the last thing any of these three actresses nor their characters deserve,negative
deadly dull pointless meditation on losers in a gonetoseed hotel,negative
with this new rollerball sense and sensibility have been overrun by what can only be characterized as robotic sentiment,negative
one can only assume that the jury who bestowed star hoffmans brother gordy with the waldo salt screenwriting award at 2002s sundance festival were honoring an attempt to do something different over actually pulling it off,negative
a movie more to be prescribed than recommended as visually bland as a dentists waiting room complete with soothing muzak and a cushion of predictable narrative rhythms,negative
sex ironically has little to do with the story which becomes something about how lame it is to try and evade your responsibilities and that you should never ever leave a large dog alone with a toddler but never mind all that the boobs are fantasti,negative
the script covers huge heavy topics in a bland surfacey way that doesnt offer any insight into why for instance good things happen to bad people,negative
a portrait of alienation so perfect it will certainly succeed in alienating most viewers,negative
the code talkers deserved better than a hollow tribute,negative
skip the film and buy the philip glass soundtrack cd,negative
